2021-04-07 10:06:18 DEBUG   80.14.144.101   - This is an already logged session. _SESSION['dol_login']=deguene _SESSION['dol_entity']=1
2021-04-07 10:06:33 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsEdifactBdc, module=edifactbdc, action= context=invoicecard
2021-04-07 10:06:33 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsPriceByClients, module=pricebyclients, action= context=invoicecard
2021-04-07 10:06:33 DEBUG   80.14.144.101   AccountingAccount::fetch sql=SELECT a.rowid as rowid, a.datec, a.tms, a.fk_pcg_version, a.pcg_type, a.account_number, a.account_parent, a.label, a.labelshort, a.fk_accounting_category, a.fk_user_author, a.fk_user_modif, a.active, a.reconcilable, ca.label as category_label FROM llx_accounting_account as a LEFT JOIN llx_c_accounting_category as ca ON a.fk_accounting_category = ca.rowid WHERE a.rowid = 100105849
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT a.rowid as rowid, a.datec, a.tms, a.fk_pcg_version, a.pcg_type, a.account_number, a.account_parent, a.label, a.labelshort, a.fk_accounting_category, a.fk_user_author, a.fk_user_modif, a.active, a.reconcilable, ca.label as category_label FROM llx_accounting_account as a LEFT JOIN llx_c_accounting_category as ca ON a.fk_accounting_category = ca.rowid WHERE a.rowid = 100105849
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT price FROM `llx_product_fournisseur_price` WHERE fk_product=9946 ORDER BY price DESC LIMIT 0,1
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT colis_qty,palette_qty FROM `llx_product_extrafields` WHERE fk_object=9946
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax1_type <> '0'
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax2_type <> '0'
2021-04-07 10:06:33 INFO    80.14.144.101   Product::fetch id=1213 ref= ref_ext=
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, ref, ref_ext, label, description, url, note as note_private, customcode, fk_country, price, price_ttc, price_min, price_min_ttc, price_base_type, cost_price, default_vat_code, tva_tx, recuperableonly as tva_npr, localtax1_tx, localtax2_tx, localtax1_type, localtax2_type, tosell, tobuy, fk_product_type, duration, fk_default_warehouse, seuil_stock_alerte, canvas, net_measure, net_measure_units, weight, weight_units, length, length_units, width, width_units, height, height_units, surface, surface_units, volume, volume_units, barcode, fk_barcode_type, finished, accountancy_code_buy, accountancy_code_buy_intra, accountancy_code_buy_export, accountancy_code_sell, accountancy_code_sell_intra, accountancy_code_sell_export, stock, pmp, datec, tms, import_key, entity, desiredstock, tobatch, fk_unit, fk_price_expression, price_autogen FROM llx_product WHERE rowid = 1213
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, code, label FROM llx_c_country WHERE rowid=1
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, colis_qty, colis_barcode, palette_qty, palette_barcode FROM llx_product_extrafields WHERE fk_object = 1213
2021-04-07 10:06:33 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/produit/1471/ types=files recursive=0 filter= excludefilter="(\\.meta|_preview.*\\.png)$"
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, label, entity, filename, filepath, fullpath_orig, keywords, cover, gen_or_uploaded, extraparams, date_c, date_m, fk_user_c, fk_user_m, acl, position, share FROM llx_ecm_files WHERE filepath = 'produit/1471' AND entity = 1
2021-04-07 10:06:33 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsEdifactBdc, module=edifactbdc, action= context=invoicecard
2021-04-07 10:06:33 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsPriceByClients, module=pricebyclients, action= context=invoicecard
2021-04-07 10:06:33 DEBUG   80.14.144.101   AccountingAccount::fetch sql=SELECT a.rowid as rowid, a.datec, a.tms, a.fk_pcg_version, a.pcg_type, a.account_number, a.account_parent, a.label, a.labelshort, a.fk_accounting_category, a.fk_user_author, a.fk_user_modif, a.active, a.reconcilable, ca.label as category_label FROM llx_accounting_account as a LEFT JOIN llx_c_accounting_category as ca ON a.fk_accounting_category = ca.rowid WHERE a.rowid = 100105849
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT a.rowid as rowid, a.datec, a.tms, a.fk_pcg_version, a.pcg_type, a.account_number, a.account_parent, a.label, a.labelshort, a.fk_accounting_category, a.fk_user_author, a.fk_user_modif, a.active, a.reconcilable, ca.label as category_label FROM llx_accounting_account as a LEFT JOIN llx_c_accounting_category as ca ON a.fk_accounting_category = ca.rowid WHERE a.rowid = 100105849
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT price FROM `llx_product_fournisseur_price` WHERE fk_product=1213 ORDER BY price DESC LIMIT 0,1
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT colis_qty,palette_qty FROM `llx_product_extrafields` WHERE fk_object=1213
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax1_type <> '0'
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax2_type <> '0'
2021-04-07 10:06:33 INFO    80.14.144.101   Product::fetch id=13245 ref= ref_ext=
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, ref, ref_ext, label, description, url, note as note_private, customcode, fk_country, price, price_ttc, price_min, price_min_ttc, price_base_type, cost_price, default_vat_code, tva_tx, recuperableonly as tva_npr, localtax1_tx, localtax2_tx, localtax1_type, localtax2_type, tosell, tobuy, fk_product_type, duration, fk_default_warehouse, seuil_stock_alerte, canvas, net_measure, net_measure_units, weight, weight_units, length, length_units, width, width_units, height, height_units, surface, surface_units, volume, volume_units, barcode, fk_barcode_type, finished, accountancy_code_buy, accountancy_code_buy_intra, accountancy_code_buy_export, accountancy_code_sell, accountancy_code_sell_intra, accountancy_code_sell_export, stock, pmp, datec, tms, import_key, entity, desiredstock, tobatch, fk_unit, fk_price_expression, price_autogen FROM llx_product WHERE rowid = 13245
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, code, label FROM llx_c_country WHERE rowid=12
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, colis_qty, colis_barcode, palette_qty, palette_barcode FROM llx_product_extrafields WHERE fk_object = 13245
2021-04-07 10:06:33 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/produit/65227/ types=files recursive=0 filter= excludefilter="(\\.meta|_preview.*\\.png)$"
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, label, entity, filename, filepath, fullpath_orig, keywords, cover, gen_or_uploaded, extraparams, date_c, date_m, fk_user_c, fk_user_m, acl, position, share FROM llx_ecm_files WHERE filepath = 'produit/65227' AND entity = 1
2021-04-07 10:06:33 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsEdifactBdc, module=edifactbdc, action= context=invoicecard
2021-04-07 10:06:33 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsPriceByClients, module=pricebyclients, action= context=invoicecard
2021-04-07 10:06:33 DEBUG   80.14.144.101   AccountingAccount::fetch sql=SELECT a.rowid as rowid, a.datec, a.tms, a.fk_pcg_version, a.pcg_type, a.account_number, a.account_parent, a.label, a.labelshort, a.fk_accounting_category, a.fk_user_author, a.fk_user_modif, a.active, a.reconcilable, ca.label as category_label FROM llx_accounting_account as a LEFT JOIN llx_c_accounting_category as ca ON a.fk_accounting_category = ca.rowid WHERE a.rowid = 100105849
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT a.rowid as rowid, a.datec, a.tms, a.fk_pcg_version, a.pcg_type, a.account_number, a.account_parent, a.label, a.labelshort, a.fk_accounting_category, a.fk_user_author, a.fk_user_modif, a.active, a.reconcilable, ca.label as category_label FROM llx_accounting_account as a LEFT JOIN llx_c_accounting_category as ca ON a.fk_accounting_category = ca.rowid WHERE a.rowid = 100105849
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT price FROM `llx_product_fournisseur_price` WHERE fk_product=13245 ORDER BY price DESC LIMIT 0,1
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT colis_qty,palette_qty FROM `llx_product_extrafields` WHERE fk_object=13245
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax1_type <> '0'
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax2_type <> '0'
2021-04-07 10:06:33 INFO    80.14.144.101   Product::fetch id=10785 ref= ref_ext=
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, ref, ref_ext, label, description, url, note as note_private, customcode, fk_country, price, price_ttc, price_min, price_min_ttc, price_base_type, cost_price, default_vat_code, tva_tx, recuperableonly as tva_npr, localtax1_tx, localtax2_tx, localtax1_type, localtax2_type, tosell, tobuy, fk_product_type, duration, fk_default_warehouse, seuil_stock_alerte, canvas, net_measure, net_measure_units, weight, weight_units, length, length_units, width, width_units, height, height_units, surface, surface_units, volume, volume_units, barcode, fk_barcode_type, finished, accountancy_code_buy, accountancy_code_buy_intra, accountancy_code_buy_export, accountancy_code_sell, accountancy_code_sell_intra, accountancy_code_sell_export, stock, pmp, datec, tms, import_key, entity, desiredstock, tobatch, fk_unit, fk_price_expression, price_autogen FROM llx_product WHERE rowid = 10785
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, colis_qty, colis_barcode, palette_qty, palette_barcode FROM llx_product_extrafields WHERE fk_object = 10785
2021-04-07 10:06:33 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/produit/1113/ types=files recursive=0 filter= excludefilter="(\\.meta|_preview.*\\.png)$"
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, label, entity, filename, filepath, fullpath_orig, keywords, cover, gen_or_uploaded, extraparams, date_c, date_m, fk_user_c, fk_user_m, acl, position, share FROM llx_ecm_files WHERE filepath = 'produit/1113' AND entity = 1
2021-04-07 10:06:33 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsEdifactBdc, module=edifactbdc, action= context=invoicecard
2021-04-07 10:06:33 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsPriceByClients, module=pricebyclients, action= context=invoicecard
2021-04-07 10:06:33 DEBUG   80.14.144.101   AccountingAccount::fetch sql=SELECT a.rowid as rowid, a.datec, a.tms, a.fk_pcg_version, a.pcg_type, a.account_number, a.account_parent, a.label, a.labelshort, a.fk_accounting_category, a.fk_user_author, a.fk_user_modif, a.active, a.reconcilable, ca.label as category_label FROM llx_accounting_account as a LEFT JOIN llx_c_accounting_category as ca ON a.fk_accounting_category = ca.rowid WHERE a.rowid = 100105849
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT a.rowid as rowid, a.datec, a.tms, a.fk_pcg_version, a.pcg_type, a.account_number, a.account_parent, a.label, a.labelshort, a.fk_accounting_category, a.fk_user_author, a.fk_user_modif, a.active, a.reconcilable, ca.label as category_label FROM llx_accounting_account as a LEFT JOIN llx_c_accounting_category as ca ON a.fk_accounting_category = ca.rowid WHERE a.rowid = 100105849
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT price FROM `llx_product_fournisseur_price` WHERE fk_product=10785 ORDER BY price DESC LIMIT 0,1
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT colis_qty,palette_qty FROM `llx_product_extrafields` WHERE fk_object=10785
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax1_type <> '0'
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax2_type <> '0'
2021-04-07 10:06:33 INFO    80.14.144.101   Product::fetch id=2016 ref= ref_ext=
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, ref, ref_ext, label, description, url, note as note_private, customcode, fk_country, price, price_ttc, price_min, price_min_ttc, price_base_type, cost_price, default_vat_code, tva_tx, recuperableonly as tva_npr, localtax1_tx, localtax2_tx, localtax1_type, localtax2_type, tosell, tobuy, fk_product_type, duration, fk_default_warehouse, seuil_stock_alerte, canvas, net_measure, net_measure_units, weight, weight_units, length, length_units, width, width_units, height, height_units, surface, surface_units, volume, volume_units, barcode, fk_barcode_type, finished, accountancy_code_buy, accountancy_code_buy_intra, accountancy_code_buy_export, accountancy_code_sell, accountancy_code_sell_intra, accountancy_code_sell_export, stock, pmp, datec, tms, import_key, entity, desiredstock, tobatch, fk_unit, fk_price_expression, price_autogen FROM llx_product WHERE rowid = 2016
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, code, label FROM llx_c_country WHERE rowid=1
2021-04-07 10:06:33 DEBUG   80.14.144.101   sql=SELECT rowid, colis_qty, colis_barcode, palette_qty, palette_barcode FROM llx_product_extrafields WHERE fk_object = 2016
2021-04-07 10:06:33 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/produit/2728/ types=files recursive=0 filter= excludefilter="(\\.meta|_preview.*\\.png)$"
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT rowid, label, entity, filename, filepath, fullpath_orig, keywords, cover, gen_or_uploaded, extraparams, date_c, date_m, fk_user_c, fk_user_m, acl, position, share FROM llx_ecm_files WHERE filepath = 'produit/2728' AND entity = 1
2021-04-07 10:06:34 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsEdifactBdc, module=edifactbdc, action= context=invoicecard
2021-04-07 10:06:34 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsPriceByClients, module=pricebyclients, action= context=invoicecard
2021-04-07 10:06:34 DEBUG   80.14.144.101   AccountingAccount::fetch sql=SELECT a.rowid as rowid, a.datec, a.tms, a.fk_pcg_version, a.pcg_type, a.account_number, a.account_parent, a.label, a.labelshort, a.fk_accounting_category, a.fk_user_author, a.fk_user_modif, a.active, a.reconcilable, ca.label as category_label FROM llx_accounting_account as a LEFT JOIN llx_c_accounting_category as ca ON a.fk_accounting_category = ca.rowid WHERE a.rowid = 100105849
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT a.rowid as rowid, a.datec, a.tms, a.fk_pcg_version, a.pcg_type, a.account_number, a.account_parent, a.label, a.labelshort, a.fk_accounting_category, a.fk_user_author, a.fk_user_modif, a.active, a.reconcilable, ca.label as category_label FROM llx_accounting_account as a LEFT JOIN llx_c_accounting_category as ca ON a.fk_accounting_category = ca.rowid WHERE a.rowid = 100105849
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT price FROM `llx_product_fournisseur_price` WHERE fk_product=2016 ORDER BY price DESC LIMIT 0,1
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT colis_qty,palette_qty FROM `llx_product_extrafields` WHERE fk_object=2016
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax1_type <> '0'
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax2_type <> '0'
2021-04-07 10:06:34 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=addreplace). We call method addMoreActionsButtons of class ActionsEdifactBdc, module=edifactbdc, action= context=invoicecard
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT isExportedEDI,date_export_edi FROM llx_facture WHERE rowid='4609'
2021-04-07 10:06:34 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=addreplace). We call method addMoreActionsButtons of class ActionsPriceByClients, module=pricebyclients, action= context=invoicecard
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT COUNT(ab.rowid) as nb FROM llx_accounting_bookkeeping as ab WHERE ab.doc_type='customer_invoice' AND ab.fk_doc = 4609
2021-04-07 10:06:34 DEBUG   80.14.144.101   DiscountAbsolute::fetch
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT sr.rowid, sr.fk_soc, sr.discount_type, sr.fk_user, sr.amount_ht, sr.amount_tva, sr.amount_ttc, sr.tva_tx, sr.vat_src_code, sr.multicurrency_amount_ht, sr.multicurrency_amount_tva, sr.multicurrency_amount_ttc, sr.fk_facture_line, sr.fk_facture, sr.fk_facture_source, sr.fk_invoice_supplier_line, sr.fk_invoice_supplier, sr.fk_invoice_supplier_source, sr.description, sr.datec, f.ref as ref_facture_source, f.type as type_facture_source, fsup.ref as ref_invoice_supplier_source, fsup.type as type_invoice_supplier_source FROM llx_societe_remise_except as sr LEFT JOIN llx_facture as f ON sr.fk_facture_source = f.rowid LEFT JOIN llx_facture as fsup ON sr.fk_invoice_supplier_source = fsup.rowid WHERE sr.entity IN (1) AND sr.fk_facture_source=4609
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT COUNT(ab.rowid) as nb FROM llx_accounting_bookkeeping as ab WHERE ab.doc_type='customer_invoice' AND ab.fk_doc = 4609
2021-04-07 10:06:34 DEBUG   80.14.144.101   Call getNextNumRef with FACTURE_ADDON = mod_facture_mars, thirdparty=K2A BORDEAUX, type=TE_UNKNOWN
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT MAX(CAST(SUBSTRING(ref FROM 8) AS SIGNED)) as max FROM llx_facture WHERE ref LIKE 'FA____-%' AND entity IN (1)
2021-04-07 10:06:34 DEBUG   80.14.144.101   mod_facture_mars::getNextValue
2021-04-07 10:06:34 DEBUG   80.14.144.101   mod_facture_mars::getNextValue
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT ref as ref FROM llx_facture WHERE ref LIKE 'FA____-7093' AND entity IN (1) ORDER BY ref DESC
2021-04-07 10:06:34 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2101-3679 types=files recursive=0 filter= excludefilter="(\\.meta|_preview.*.*\\.png)$"
2021-04-07 10:06:34 DEBUG   80.14.144.101   /core/lib/function2.lib.php::getListOfModels
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT nom as id, nom as doc_template_name, libelle as label, description as description FROM llx_document_model WHERE type = 'invoice' AND entity IN (0,1) ORDER BY description DESC
2021-04-07 10:06:34 DEBUG   80.14.144.101   Link::fetchAll
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT rowid, entity, datea, url, label, objecttype, objectid FROM llx_links WHERE objecttype = 'facture' AND objectid = 4609 AND entity = 1
2021-04-07 10:06:34 DEBUG   80.14.144.101   Link::fetchAll 0records
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT s.rowid as socid, s.nom as name, s.client, t.rowid, t.ref, t.ref_client, t.total_ht FROM llx_societe as s, llx_propal as t WHERE t.fk_soc = s.rowid AND t.fk_soc IN (2451) AND t.entity IN (1)
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT s.rowid as socid, s.nom as name, s.client, t.rowid, t.ref, t.ref_client, t.total_ht FROM llx_societe as s, llx_commande as t WHERE t.fk_soc = s.rowid AND t.fk_soc IN (2451) AND t.entity IN (1)
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT s.rowid as socid, s.nom as name, s.client, t.rowid, t.titre as ref, t.total as total_ht FROM llx_societe as s, llx_facture_rec as t WHERE t.fk_soc = s.rowid AND t.fk_soc IN (2451) AND t.entity IN (1)
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT s.rowid as socid, s.nom as name, s.client, t.rowid, t.ref, '' as ref_supplier, t.total_ht FROM llx_societe as s, llx_supplier_proposal as t WHERE t.fk_soc = s.rowid AND t.fk_soc IN (2451) AND t.entity IN (1)
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT s.rowid as socid, s.nom as name, s.client, t.rowid, t.ref, t.ref_supplier, t.total_ht FROM llx_societe as s, llx_commande_fournisseur as t WHERE t.fk_soc = s.rowid AND t.fk_soc IN (2451) AND t.entity IN (1)
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT s.rowid as socid, s.nom as name, s.client, t.rowid, t.ref, t.ref_supplier, t.total_ht FROM llx_societe as s, llx_facture_fourn as t WHERE t.fk_soc = s.rowid AND t.fk_soc IN (2451) AND t.entity IN (1)
2021-04-07 10:06:34 DEBUG   80.14.144.101   Facture::fetchObjectLink
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT rowid, fk_source, sourcetype, fk_target, targettype FROM llx_element_element WHERE (fk_source = 4609 AND sourcetype = 'facture') OR (fk_target = 4609 AND targettype = 'facture') ORDER BY sourcetype
2021-04-07 10:06:34 DEBUG   80.14.144.101   ActionComm::getActions
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT a.id FROM llx_actioncomm as a WHERE a.entity IN (1) AND a.fk_element = 4609 AND a.elementtype = 'invoice' ORDER BY a.datep DESC, a.id DESC
2021-04-07 10:06:34 DEBUG   80.14.144.101   ActionComm::fetch
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT a.id, a.id as ref, a.entity, a.ref_ext, a.datep, a.datep2, a.durationp, a.datec, a.tms as datem, a.code, a.label, a.note, a.fk_soc, a.fk_project, a.fk_user_author, a.fk_user_mod, a.fk_user_action, a.fk_user_done, a.fk_contact, a.percent as percentage, a.fk_element as elementid, a.elementtype, a.priority, a.fulldayevent, a.location, a.transparency, c.id as type_id, c.code as type_code, c.libelle as type_label, c.color as type_color, c.picto as type_picto, s.nom as socname, u.firstname, u.lastname as lastname FROM llx_actioncomm as a  LEFT JOIN llx_c_actioncomm as c ON a.fk_action=c.id  LEFT JOIN llx_user as u on u.rowid = a.fk_user_author LEFT JOIN llx_societe as s on s.rowid = a.fk_soc WHERE  a.id=43159
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT fk_actioncomm, element_type, fk_element, answer_status, mandatory, transparency FROM llx_actioncomm_resources WHERE fk_actioncomm = 43159 AND element_type IN ('user', 'socpeople')
2021-04-07 10:06:34 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsEdifactBdc, module=edifactbdc, action= context=invoicecard
2021-04-07 10:06:34 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsPriceByClients, module=pricebyclients, action= context=invoicecard
2021-04-07 10:06:34 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsEdifactBdc, module=edifactbdc, action= context=invoicecard
2021-04-07 10:06:34 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsPriceByClients, module=pricebyclients, action= context=invoicecard
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT u.rowid, u.lastname, u.firstname, u.employee, u.gender, u.birth, u.email, u.personal_email, u.job, u.socialnetworks, u.signature, u.office_phone, u.office_fax, u.user_mobile, u.personal_mobile, u.address, u.zip, u.town, u.fk_state as state_id, u.fk_country as country_id, u.admin, u.login, u.note as note_private, u.note_public, u.pass, u.pass_crypted, u.pass_temp, u.api_key, u.fk_soc, u.fk_socpeople, u.fk_member, u.fk_user, u.ldap_sid, u.fk_user_expense_validator, u.fk_user_holiday_validator, u.statut, u.lang, u.entity, u.datec as datec, u.tms as datem, u.datelastlogin as datel, u.datepreviouslogin as datep, u.photo as photo, u.openid as openid, u.accountancy_code, u.thm, u.tjm, u.salary, u.salaryextra, u.weeklyhours, u.color, u.dateemployment, u.dateemploymentend, u.fk_warehouse, u.ref_ext, u.default_range, u.default_c_exp_tax_cat, c.code as country_code, c.label as country, d.code_departement as state_code, d.nom as state FROM llx_user as u LEFT JOIN llx_c_country as c ON u.fk_country = c.rowid LEFT JOIN llx_c_departements as d ON u.fk_state = d.rowid WHERE u.entity IN (0,1) AND u.rowid = 71 ORDER BY u.entity ASC
2021-04-07 10:06:34 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsEdifactBdc, module=edifactbdc, action= context=invoicecard
2021-04-07 10:06:34 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=output). We call method getNomUrl of class ActionsPriceByClients, module=pricebyclients, action= context=invoicecard
2021-04-07 10:06:34 INFO    80.14.144.101   --- End access to /compta/facture/card.php
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax1_type <> '0'
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax2_type <> '0'
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT u.rowid, u.lastname, u.firstname, u.statut, u.login FROM llx_user as u WHERE u.entity IN (0,1) ORDER BY statut DESC, lastname ASC
2021-04-07 10:06:34 DEBUG   80.14.144.101   Form::select_dolusers
2021-04-07 10:06:34 DEBUG   80.14.144.101   sql=SELECT DISTINCT u.rowid, u.lastname as lastname, u.firstname, u.statut, u.login, u.admin, u.entity FROM llx_user as u WHERE u.entity IN (0,1) ORDER BY u.firstname ASC
2021-04-07 10:06:35 DEBUG   80.14.144.101   Categorie::load_motherof
2021-04-07 10:06:35 DEBUG   80.14.144.101   sql=SELECT fk_parent as id_parent, rowid as id_son FROM llx_categorie WHERE fk_parent != 0 AND entity IN (1)
2021-04-07 10:06:35 DEBUG   80.14.144.101   Categorie::get_full_arbo get category list
2021-04-07 10:06:35 DEBUG   80.14.144.101   sql=SELECT DISTINCT c.rowid, c.label, c.description, c.color, c.fk_parent, c.visible FROM llx_categorie as c WHERE c.entity IN (1) AND c.type = 0
